comment_se	comment_en	tags
Var tog företagsinfo och valutakurser vägen? Det stod också att man kan se bankgiroprognos, men det ser inte jag:(	Where did fretagsinfo and exchange road? It was also to be able to see the bank's forecast, but it does not I :(	Currency; Företagsinformation; Requested feature; 
antal betalningar att godkänna per gång är för få samt layouten på utskriften är klart sämre än den förra versionen 	number of payments to godknna per once for r f p and layout printing is clear smre the n version frra	Printing; Register several payments; Requested feature; 
Jag kan inte se betalningar som skall godkännas (filöverföring eller europabetalningar), så jag måste alltid gå tillbaka till tidigare versionen av internetbanken hela tiden ändå. Har letat överallt här ifall jag kan se det i den nya versionen, men ingenstans hittar jag infon. Inte ens under betala/överföra. 	I can not see the payments to be godknnas (filverfring or European payments), so I always have to g back to the previous version of Internet bank all the time nd. Have been looking everywhere hr if I can see it in the new version, but nowhere can I find the info. Not even during the pay / verfra.	File transfers; International payments; Requested feature; 
när man skriver ut dokumentet i PDF så blir texten väldigt liten	When you print the document in PDF's text becomes vldigt small	PDF export; Transaction history; UX/UI issue; 
I den nya internetbanken kan jag inte få fram detaljer kring Swish-betalningar, det kan jag i den gamla. Om ni får till det i den nya internetbanken blir det ännu bättre!	In the new Internet bank, I can not f up details on Swish-payments, I can in the old. If you are from it to the new Internet bank will be even better!	Requested feature; Swish; transaction details; 
ETT klick till bankgirots webbplats	One click to Bankgirot website	Bankgiro Link; Too many steps; UX/UI issue; 
Ordning på mottagaren är i alfabetet förenklar 	P receiver device is in the alphabet frenklar	Improvement; Payments and Transfers; payment recipient; 
Nya utseendet är helkass för företagare som behöver information på utskrifter för verifikat. Se till att papper uppfyller bokföringslagen, alla har inte full integration mellan affärssystem och banken.	The new look is helkass from fretagare who need information on printing from journals. Make sure the paper meets bokfringslagen, not everyone has full integration between affrssystem and the Bank.	Printing transactions; Requested feature; accounting integration; 
Det är mycket sämre översikt på betalningar. Saknar kalendern som fanns i den gamla versionen	It is much worse overview on payments. Missing calendar that was in the old version	Requested feature; UX/UI issue; current payments and transfers; 
"Tar mer plats en den förra versionen, mindre överskådligt, långsammare att arbeta i, utskrifter blir större (ej miljövänligt), upplever mer ""klick"", segare menyer, lånesidan kunde va tydligare, använder gamla versionen så långt det går i företagsdelen"	"Takes up more space on a frra version, less verskdligt, lngsammare to work in, printing becomes larger (not environmentally friendly), experiencing more ""clicks"", tougher menus, lnesidan could huh clearer, uses the old version as far the gr fretagsdelen"	Printing transactions; Too many steps; UX/UI issue; 
Avhjälp problemen med internationella betalningar, skapa en vettig översikt kring transaktioner så att man ser vem som satt in pengar på kontot, fixa så att Företagsbanken på internet också ser likadan ut...	Avhjlp problems of international payments, creating a sensible overview about the transactions so that you can see who deposited money on the account, fix so that Fretagsbanken on the internet also looks the same ...	International payments; Requested feature; UX/UI issue; 
omöjligt att hitta internationell överföringar, ingen möjlighet att snabbsöka personer / företag i översikten	impossible to find international transfers, no opportunity to snabbska persons / companies in the versikten	International payments; Requested feature; UX/UI issue; 
appen måste vara snabbare , aktie tjänsten är för krånglig och uppdaterar dåligt. appen hänger sig efter betalningar och man måste backa och börja från början . bg betalningar måste man kunna se med rätt referens utan att använda den andra appen eller att by appen blir bättre . 	app must be faster, share the laundry r fr krnglig and updates dligt. app hnger after payment and you have to go back and start from the beginning. bg payments have to be able to see the right without reference to use the other app or by app gets better.	Performance; Savings; UX/UI issue; 
Bra design. Märks att ni tänkt till på det mesta! Fortsätt leverera! Integration med bokio vore fint för oss små aktörer. 	Good design. Mrks you tnkt to p the time! Continue to deliver! Integration with bokio would be good for us SM aktrer.	Favourite; Praise; e-bookkeeping; 
Utskrift av kontoutdrag är bättre i den gamla versionen. Använder ofta utdragen som underlag till bokföring och då får det inte vara för smått	Printing of account statements is better in the old version. Often use prolonged as a basis for bokfring d from not being from SMTT	Printing; Solved; UX/UI issue; 
"Tidigare versionen visade en kontoöversikt där man såg vem man betalat till, nu ser man bara summan.
Sämre funktion vid betalningar/överföringar än tidigare."	"Previous versions showed a contact over the long term, Dr. one saw who they paid for, now you can see just the sum.
Smre function in payments / verfringar than before."	Payments; Requested feature; UX/UI issue; 
Bra men vill ha likviditetsöversikt	Good but want likviditetsversikt	Liquidity overview; Praise; Requested feature; 
"tex. när man ska betala räkningar och skall söka mottagare så borde man ""landa"" i sökrutan direkt. 
När man vill in på bankgirot så hittar jag ingen direktlänk som tidigare utan måste gå via en inbetalning.
när man gör betalningar så kommer det först upp förslag i dom olika rutorna men dom dör ner och hänger inte med när man knappar in något."	"e.g. No one should pay REMARKS and should be receiver's should be ""landing"" in skrutan directly.
No one wants the p bankgirot's I find no direct link to the past, but must go through a payment.
No one makes payments Nations will understand the Proposals in the different boxes but they where down and hnger not number one key in something."	Bankgiro Link; Navigation; Payments and Transfers; 
Jag kan ju inte göra utlandsbetalningar. Går inte att lägga till nya mottagare.	I can not make international payments. Unable to add new recipients.	Adding new recipient; International payments; Requested feature; 
"Krångligt att byta bolag jämf med tidigare.
-Ser inte kommande betalningar som tidigsre"	"Krngligt company changes compared with the past.
-Do not forthcoming payments tidigsre"	Future transactions; Requested feature; Switch profiles; 
"Saknar en tajt översigt på liten yta över alla konton. 

Internationella betalningar saknas
"	"Lacking a tight versigt p small area over all accounts.

International payments missing"	International payments; Requested feature; UX/UI issue; 
"Under e-bokföring så blir man utloggad. 
Det är svårare att följa kontohistoriken.
Allting tar mer plats, det är svårt att få plats med allt på samma sida.
Alla funktioner finns inte i nya internetbanken och det blir mycket hoppande mellan versionerna."	"In the e-bokfring's will be logged.
It is more difficult to follow the account history.
Everything takes more space, it is difficult to f fit everything on the same page.
All features are available in new Internet bank, it becomes very hopping between the versions."	Requested feature; Session time; UX/UI issue; 
bland annat: under betalning önskar jag att kunna sortera kunderna i ett register istället för 3 (bank, plus och överföringar). sen är den snyggare men mindre översiktlig (mycket mer stökig) än den gamla. 	including: the payment I wish to sort the customers in a register instead for 3 (banking, plus and verfringar). Ago is the neater but less versiktlig (more stkig) n old.	Payments and Transfers; Requested feature; UX/UI issue; 
Ska gå att växla mellan privat och företag utan att logga ut. För företag är inte kontoinformationen lika tydlig som dem gamla versionen. Som företagare behövs att kunna skriva ut händelser från kontot som är tydliga var det är för en transaktion.	Should grams to vxla between private and companies without logging off. Fr COMPANY is not the account information as clear as those old version. As fretagare behvs to print events from the account that is clear was the place for one transaction.	Bug; Printing; Switch profiles; 
Visa bankprognos från kl 9 som ni gjorde förut, samt sluta säga i appen att man kan se snabbsaldo när det inte funkar att ställa in	View bank forecast at 9 am, as you did the fruit, and stop SGA app that you can see fast alias No it does not work that stlla in	Bankgiro Forecast; Quick balance issues; Requested feature; 
Den gamla versionen var bättre. då kunde man ex ta bort en faktura som man betalt på annat sätt. Nu måste man gå in i inställningar för att ta bort den. när du ska betala en räkning så står e fakturor överst så man måste scrolla ner för att sedan välja sitt konto. Varför inte göra det enkelt att om man vill betala en faktura så välj konto o sedan mottagare bara. Ringde in hur man får bort betalda räkningar o hon fick höra med andra. så inte enkelt tydligen för er heller. jag är 38 men tänker på dom äldre som inte alltid förstår. sämsta är att man själv hamnar där o jävlar hur ska det gå när ni gör något enkelt krångligt...:) Superbra service när man ringer in så klagar inte på något annat förutom er nya version....	The old version was better. d could be as deleting an invoice be paid on different ways. Now you have to go in the instllningar from removing it. No, you must pay a LABELING's str email invoices versts's you have to scroll down from then to choose their account. Why not make it easy if you want to pay a bill's VLJ account o since the receiver only. Called out how to remove from paid REMARKS o she could hear the others. s not easy, apparently from you either. I r 38 but tnker p ruling elders who do not always understands. smsta is that sjlv ports dr o jvlar how will the g No you gr something simple krngligt ... :) Superbra service No calling in s do not complain on something else Besides your new version ....	Invoicing; Requested feature; UX/UI issue; 
Allting är extreme slött, exempelvis när man registrerar nya betalningar så tar det lång tid	Everything is extreme sltt example No. registering new payments Nations takes long time	Performance; UX/UI issue; current payments and transfers; 
för få funktioner, bla söka efter transaktioner är sämre. Syns inte vem som betalat in från utlandet direkt i listan utan man måste hämta dokumentet - dåligt	fr f features, among others will be following transactions are smre. Appears not know who paid from abroad directly in the list, but you have to fetch the document - dligt	International payments; Requested feature; Search; 
"För små och bleka siffror på Bg och Pg numren.
För många klick för att hitta rätt.
Svårläst med så många olika färger och bilder.
Möjlighet att sortera in- och utbetalninger i storleksordning eller bokstavsordning saknas.
I vissa lägen kan man inte ändra sista betalningsdatum från mobilbanken
"	"For small and pale figures p Bg and Pg numbers.
For many clicks from finding the right.
Svrlst with so many different colors and images.
Possibility to sort input and utbetalninger by size or alphabetically missing.
In some lgen can not change the last date of payment from the mobile bank"	Requested feature; Sorting; UX/UI issue; 
Bank id funkar sällan på första försök, så var det inte förr. Svårare att navigera på sidan. 	Bank ID works rarely on the first frsk, s was not FRR. More difficult to navigate on the page.	BankID; Performance; UX/UI issue; 
Allt var mer överskådligt i det gamla systemet. Vad jag kan se kan man inte skriva ut månadsrapporter i det nya heller. Nya känns inte användarvänligt men man vänjer sig förhoppningsvis.. 	Everything was more verskdligt in the old system. What I can see, you can not print mnadsrapporter in the New either. New feels is not user friendly but vnjer to hopefully ..	Order reports; Requested feature; UX/UI issue; 
Skriv ut knapp och mindre luft mellan raderna, så att man kan skriva ut på en sida. 	Print button, and less air between the lines, so that it can print on a page.	Printing transactions; Requested feature; UX/UI issue; 
Kvittenserna när man är klar med en betalning är onödigt stora och om man angett snarast som betalningsdag så syns det ingenstans vilken datum det är. 	Acknowledgments when you are done with the payment is excessive and if entered as soon as the payment's seen nowhere what date it is.	Payments and Transfers; Print payment; payment recipient; 
Jag hittar inte fliken kontovillkor fortfarande	I can not find the tab account conditions persist	Requested feature; Solved; account conditions; 
att man kan gå in och titta på bankgiro på ingång 	that one can go in and look p bank Entrance hall p	Accessibility; Bankgiro; UX/UI issue; 
Var lättare att lokalisera vart man hittar BG-tjänsten och vart man gör internationella betalningar	Be easier to locate where to find BG laundry and where it makes international payments	International payments; Requested feature; UX/UI issue; 
"Jag har registrerat ett antal fakturor till betalning sedan tryckte på lägg till och blev utloggat. Kan ni vänligen betala för min arbetstid med att behöva göra om samma sak i den gamla versionen?

675kr + moms

Med vänlig hälsning,



Byggvestor AB"	"I have registered a number of bills to pay, then pressed on LGG and getting logged out. Can you so please pay for my time to behva do if the same thing in the old version?

675kr + VAT

With vnlig hlsning,



Byggvestor AB"	Payments and Transfers; Session time; UX/UI issue; 
saknar vissa funktioner som fanns i gamla versionen. Tycker bl.a. listan av kontohändelser var bättre och mer lättnavigerad i tidigare versionen	lacks some features that were in the old version. Think eg list of kontohndelser was better and more lttnavigerad in the previous version	Requested feature; Transaction history; UX/UI issue; 
"* För mycket designdelar.
* Tidigare version var tydligare i kontosammanställningar / översikter.
* För mycket färg vid utskrifter - sparar ej miljön med färgåtgång vid utskrifter och fördyrar."	"* Too much design elements.
* Earlier version was clearer account summaries / versikter.
* Fr very FRG for printing - saves the environment by not frgtgng the printing and frdyrar."	Look and feel; Prefers OIB; Printing; 
Jag tycker tyvärr att det gamla utseendet var tydligare och lättare att hitta i. Jag går tillbaka till den tidigare versionen så ofta jag kan...	I think tyvrr to the old look was clearer and easier to navigate. I go back to the previous version's often as I can ...	Favourite; Prefers OIB; UX/UI issue; 
Den visar inte filer som ska godkännas, international betalningar etc, allt som behöver godkännas syns inte. 	It does not show files to godknnas, international payments, etc., all that need godknnas not visible.	International payments; Payments and Transfers; Requested feature; 
Den gamla var mer logisk och det krävdes inte lika mycket klickande för att göra samma sak. Personligen tycker jag inte att ändringar behöver göras för ändringens skull.	The old one was more logical and it krvdes not as much clicking from to do the same. Personally I do not think changes need gras from ndringens sake.	Navigation; Too many steps; UX/UI issue; 
Gå tillbaka till den gamla versionen. Det är alldeles för många kommandon i den nya innan man får ut det man vill ha	G back to the old version. It is far from many commands in the new before from out what you want	Prefers OIB; Too many steps; UX/UI issue; 
krångligare än den gamla	n krngligare the old	Navigation; Prefers OIB; UX/UI issue; 
enklare sätt att trycka ut papperskopior av transaktioner. Nu är det minst 6 klick 	easier way to print out paper copies of transactions. Now it is at least 6 clicks	Printing transactions; Requested feature; Too many steps; 
Jag kan inte logga in med bankid. Dessutom ser jag inte betalningar gjorda direkt på banken.	I can not log in with BankID. Moreover, I see no payments are made directly on the bank.	BankID; Bug; Payments; 
"rörig sida/sidor 
för mycket info på en sida, Välkommen,
 fakturor att betala, favoritkonton, senaste transaktioner, fundera på att leasa bil....hinner inte ge förslag nu... men jag ska försöka ge mig tid framöver"	"rrig side / sides
fr much info on a page, Welcome,
 invoices to pay, favorite accounts, recent transactions, consider p to lease the car .... can not keep giving Proposals now ... but I'll frska give me time Looking ahead"	Home page / Overview; Look and feel; UX/UI issue; 
Varför är allt så stort så man måste skrolla hela tiden? Ge möjligheten att förminska texten, så man slipper det, tack!!	Why is everything's great it's have to scroll all the time? Give the possibility to frminska text's you do not need it, thanks !!	Accessibility; Requested feature; UX/UI issue; 
ej utskrifts vänlig för företag, kan ej kolla vem som betalat på bg, sämre på isk kontot	Not Printable companies, can not check who paid p bg, smre p ic account	Look and feel; Printing; Savings; 
"F d Appen var nog bättre då hade ni bredda funktioner bl annat Valuta kurs aktier kreditupplysning mm 
"	Former app was probably better d had you broaden features among other things, currency exchange shares credit etc.	Prefers old app; Requested feature; Savings; 
rörig och svårt att hitta...enklare och smidigare innan..	rrig and hard to find ... easier and smoother before ..	Navigation; Prefers OIB; UX/UI issue; 
Jag kan inte se pension och försäkringar 	I can not see the board and frskringar	Pensions; Requested feature; Savings; 
den gamla var med tydlig och man hade bättre översikt, nu håller det på och poppar upp fönster hit och dit, blir yr i huvudet, otroligt jobbigt	the old one was with a clear and you had better overview, now keeps it on and pop up windows here and there, becoming dizzy, unbelievably tough	Look and feel; Navigation; Prefers OIB; 
Tycker det funkar dåligt när jag vill skriva ut transaktioner. tjorvigt och blir liten text, svårt att se när synen försämrats	Think it works badly when I want to print transactions. tjorvigt and becomes small text, difficult to see no sight frsmrats	Accessibility; Look and feel; Printing transactions; 
"För många ""popup""fönster, sidorna öppnas långsammare. Sämre översikt, utrymmet tas upp av onödig info och ""döda"" ytor vilket medför onödig scrollning."	"For many ""pop-up"" windows, pages open more slowly. Worse overview, the space taken up by ondig info and ""dead"" areas which medfr ondig scrolling."	Look and feel; Performance; UX/UI issue; 
"Ange datum vid betalningarna.
Gå tillbaka till gamla utseendet."	"Enter dates for payments.
G back to the old look."	Payments; Prefers OIB; Requested feature; 
"När jag tittar på transaktionslistan över ett konto så kan jag inte markera en transaktion. Det gick innan att t.ex. bara markera texten. 

Det gör att det blir mycket svårare att bokföra eftersom att jag måste växla mellan fönster och hålla koll själv och leta bland belopp eller dylikt. Ännu värre när det ibland är samma belopp som står efter varandra ca 10-***gånger. Då är det helt omöjligt att hålla koll på vilken transaktion jag bokfört och inte. Det är så plågsamt att veta att det var effektivare innan.

Så mitt förslag är att ni gör det möjligt att markera transaktioner i listan, som alltså finns kvar även när popup-rutan med detaljer om transakionen öppnas och stängs. Det är ju en extremt enkel åtgärd att koda som jag tror skulle underlätta för många."	"When I look on the list of transactions over the account's can not I select a transaction. It was before such Just select the text.

It makes it becomes much more difficult to bokfra because I must vxla between windows and keep track sjlv and search among the amount or the like. NNU vrre No sometimes r str same amount for each about 10 - *** times. D is quite impossible to keep track of the transaction I bokfrt not. The S plgsamt to know that it was more effective before.

S middle Proposals is that you make it possible to select the transactions list, the output has been left also no pop-up box with details about transakionen opens and stngs. It is after all an extremely simple tgrd to code that I think would underltta for many."	Favourite; Requested feature; Transaction history; 
"Byt tillbaka till gamla omedelbart! 
Urusel grafisk design med MYCKET svårare överblick. 
OTROLIGT långsam jämfört med gamla.
Varför låter ni IT-människor göra design och varför låter ni designare koda???
Finns överhuvudtaget ingenting som är bättre ur användarhänseende i det nya interfacet.  :( :( :(   
Jag klickar på ""tidigare version"" överallt där jag kan. "	"Switch back to old immediately!
Lousy graphic design with very harder verb lick.
INCREDIBLE lngsam compared to the old.
Why lter you IT of people make design and why you lter designers encode ???
Is verhuvudtaget nothing is better from anvndarhnseende in the new interface. :( :( :(
I click on ""previous version"" everywhere where I can."	Performance; Prefers OIB; UX/UI issue; 
"Gör det ""mindre""!  Det är så ""in the face"". Det var bättre för. Man har ingen översikt och får skrolla hela tiden. Värdelöst. Horisontell meny! Vertikal tar för mycket plats."	"Makes it ""less""! The r's ""in the face"". It was better for. It has no overview and from scrolling all the time. Vrdelst. Horizontal menu! Vertical take too much space."	Look and feel; Navigation; UX/UI issue; 
"Gamla va mer lättöverskådlig gällande uppradade kontohändelser.
Även saldot uträknat i kanten,o lättare att arkivera fakturor man betalat. Från bra till dåligt helt enkelt!"	"Old va more lttverskdlig gllande lined kontohndelser.
Even balance utrknat the edge, o easier to archive invoices be paid. From good to dligt simply!"	Invoicing; Prefers OIB; Transaction history; 
Vi behöver återrapporteringen från leverantörsbetalningar i textfil, här kommer det endast upp en PDF. Den går inte att läsa in i Visma	We need to re-reporting of vendor payments in the text file, hr, it will only be a PDF. It is not possible to read into Visma	Export; Favourite; Requested feature; 
Den känns onödigt grafisk och slö. Det vore bättre med enklare gränssnitt och mer åt det håll den var uppbyggd tidigare.	It feels ondigt graphic and turn. It would be better with simpler grnssnitt and more for the hll it was built earlier.	Look and feel; Navigation; UX/UI issue; 
"När jag söker i mottagarlistan på tex ""dhl""  går det inte att bläddra mellan mottagarna i listan om man hoppar dit med tab för att sedan pila sig ner. utan den hänger sig, ibland går det att pila runt bakåt och komma rätt och ibland funkar det efter några försök och ibland måste jag använda musen. Det funkade i början, men har börjat krångla senaste veckorna/månaden. Använder Google chrome Version 79.*********"	"No, I done the Recipient on such ""DHL"" makes it not blddra between recipients in the list if you jump there with Tab from then dart down. but hnger themselves, sometimes makes it to dart around backwards and come right and sometimes it works for a few frsk and at times must I use the mouse. It worked in the beginning, but has begun krngla recent weeks / mnaden. Uses Google Chrome Version 79th *********"	Navigation; Payments and Transfers; UX/UI issue; 
Gör det möjligt att ändra månadssparandet genom att lägga till och ta bort fonde där man anger hur mycket man vill spara i kronor. Vem vill spara 299:- i en fond? Givetvis vill man spara jämna belopp. Procent ger ingenting för vanliga, icke bankanställda, människor.	Makes it possible to change mnadssparandet by Allocating and deleting Fonde Dr. indicating how much you want to save the crowns. Who wants to save 299 - in a fund? Of course, want to save jmna amount. Percent give nothing for regular, non bankanstllda, of people.	Change allocation; Done/Will be done; Requested feature; 
"Under Spara och Placera i Internetbanken (webbsidan på datorn, ej i mobilen) finns alternativet Månadsspara.

Där ser jag alla fonder jag sparar i just nu, både som fördelning och belopp. Men om jag klickar på ändra-knappen kommer jag till en ny sida och där kan jag bara göra ändringar i procent, inte på beloppen. Och då ändras alla fonder till det som är blir ifyllt automatiskt då sidan försöker göra hela procent av mina tidigare sparbelopp. Vissa fonder blir då röda för att procent-talet blir så lågt att beloppet hamnar under 100kr (fast jag hade satt 100kr innan) och då visas felet ""Minsta belopp 100*SEK"". Jag verkar inte kunna ändra bara en enstaka fond (t.ex. bara datum eller bara belopp) utan samtliga ändras. Är det någon på banken som ens har användartestat den nya funktionen innan den släpptes? Det verkar bara vara anpassat för nya sparare och inte för de som redan har ett månadssparande (som jag). Varför ska jag inte kunna ändra bara en fond? Och inte få bestämma exakt vilket belopp jag ska spara?

Under sök och köp verkar man bara kunna spara på nytt, inte ändra befintliga månadsspar.

Riktigt dåligt infört! Lägg in inmatningsfält för belopp också så man inte måste ange procent då jag inte är ute efter att spara efter en viss fördelning utan efter de belopp jag själv väljer.
"	"During the saving and investment in the Internet bank (the webpage on the computer, not the mobile) are option Mnadsspara.

Dr. I see all the funds I save in right now, both which are broken down and the amount. But if I click on Change button, I come to a new page where I can only make changes in percentages, not amounts p. And d are changed all funds to that which is becoming populated automatically d side tries to make the whole weight of my previous savings amount. Some funds will be d rda from the percentage century becomes LGT's the amount falls below 100kr (though I had put 100kr before) and d error ""Minimum Amount 100 * SEC"". I can not seem to change just a single unit (such as just the date or just the amount) but all are changed. Is it someone on the bank even has anvndartestat the new feature before slpptes? It just seems to be adapted for new investors and not for those who already have a mnadssparande (I). Why should I not be able to change just one fund? And do not f bestmma exactly the amount I'll save?

During the so-called KP and seems to just be able to save on new, does not change the existing mnadsspar.

Really dligt infrt! Lgg in inmatningsflt from sums's also not have to specify the percentage d I do not is looking to save for some are broken down, but for the amount I sjlv chooses."	Change allocation; Done/Will be done; Requested feature; 
helt värdelös, hittar inte fondlistor 	completely vrdels, you will not fund listings	Done/Will be done; Fund list; Requested feature; 
Det fanns ingen info om det jag frågade efter. Min fråga: Hur ändrar jag bankgiro på en e-faktura? På fakturan finns info om att nytt bankgiro skall användas. E-fakturan försedd med gamla bankgironumret.	There was no info on what I asked for. My frga: How ndrar I bank on an e-invoice? P invoice is info on the new bank will be used. E-invoice frsedd with old bank number.	Content; Requested feature; 
bättre än tidigare mycket lättare med E-fakturor	better than previously much easier with the E-invoices	Bankgiro; Praise; 
"PDF saknas
"	PDF is missing	PDF export; Requested feature; 
kunna göra det över mobilen oxå, den känner inte av att man läst avtalen	be able to do it was the cell phone on, it does not recognize that the lst agreements	UX/UI issue; Unable to sign in apps; 
Ni gör det smidigt pga er närvarande personal.	You do it smoothly because of your present staff.	Customer Service; Praise for adviser; 
Gav jättebra information! Tack Carina Molin!	Gave jttebra information! Thanks Carina Molin!	Customer Service; Praise for adviser; 
Saknar betalninsreferens/meddelande	Lacking betalninsreferens / message	Requested feature; Transaction history; 
Tydliga instruktioner	Clear instructions	Clear instructions; Praise; 
Tydliga instruktioner 	Clear instructions	Clear instructions; Praise; 
"Jag vill se mindre meddelanden.

Det har på senare tid blivit dubbla meddelanden.

Jag vill inte se dokument om hyresfakturor när jag redan har detta som faktura.
"	"I want to see less messages.

It has recently become p duplicate messages.

I do not see the document on rental invoices No, I already have this as an invoice."	Double reminders for invoice; UX/UI issue; 
With language set to English, the broad categories are still in Swedish	With language set to English, the broad categories are still in Swedish	Languages are mixed up in UI; Tech issue / bug; 
"excel kunde inte ens visas då ""för lite lagringsutrymme"" fanns - löjligt! Bättra gärna på!!!!"	"Excel could not even appear d ""from little storage space"" was - ljligt! Bttra green p !!!!"	Export; Tech issue / bug; 
Nu finns det också i den nya versionen av onlinebankingen möjlighet till att filtrera kontohändelserna: BRA. Tyvärr kan man inte ändra sorteringen på sökresultatet och därför kommer jag varken använda eller rekommendera nya versionen! Exempel: jag vill se alla händelser 1.mars till 27.mars som sedan visas 27.mars till 1.mars, MEN jag behöver ha det i ordningen äldst till nyast, alltså 1.mars till 27.mars!!!!	Now there is also the new version of online banking, no opportunity to filter kontohndelserna: GOOD. Tyvrr can not change the sort p skresultatet and is why I will not make use or recommend the new version! Example: I want to see all events 1.mars to 27.mars to appear 27.mars to 1.mars, but I need to have it in order LDST the newest, output has been 1.mars to 27.mars !!!!	Requested feature; Sorting; 
No need to go to the bank	No need to go to the bank	Praise; UX/UI issue; 
No need to go to the bank	No need to go to the bank	Praise; UX/UI issue; 
Det nya gränssnittet är katastrof i utformningen. Skippa grafisk lull-lull - ge oss mer  raw-data look / old school. Vi företagare är här inne för att jobba effektivt. Dessutom har de funktioner som är hjälpsamma i företagande och bokföringsmässigt viktiga - de funktionerna har ni inte ens med i den nya designen - skärp er. Gör något viktigt  istället - gör funktioner snabbare ! Grafiken och gränssnittet är kontraproduktivt. 	The new The interface is disaster in the design. Cut the graphic kind of frippery - give us more raw data look / old school. We fretagare r hr inside from working effectively. In addition, the functions that are hjlpsamma in fretagande and bokfringsmssigt important - the features you have not even included in the new design - skrp you. Gr something important instead - gr features faster! The interface graphics and is counterproductive.	Look and feel; UX/UI issue; 
Tydliga instruktioner	Clear instructions	Clear instructions; Praise; 
har fått mycket god hjälp från personal via telefonbanken	has received excellent assistance from the staff over the phone bank	Customer Service; Praise for adviser; 
Hjälpte mig att placera om pengar.	Helped me to place the money.	Customer Service; Praise for adviser; 
I mitt fall en duktig handläggare som skötte telefonrådgivningen. Dataerfarenhet är plus. 	In my case a good handlggare as sktte telefonrdgivningen. Data Experience r plus.	Customer Service; Praise for adviser; 
When the app asks you to log in again after like 15 minutes of inactivity or whatever it is, the login box shows up as intended but the background is transparent and still shows what is underneath from when you last used the app which might contain personal information such as transaction history without needing to log in.	When the app asks you to log in again after like 15 minutes of inactivity or whatever it is, the login box shows up as intended but the background is transparent and still shows what is underneath from When You load used the app Which might contain 'personal information such as transaction history without needing to log in.	Background issue on time out; Tech issue / bug; 
Vill inte prata med en robot!	Do not talk to a robot!	Live Chat; Requested feature; 
En mycket bra kontaktperson på banken ordnade detta snabbt och galant!	A very good contact on the Bank superiors so quickly and splendidly!	Customer Service; Praise for adviser; 
bra bemötande	good bemtande	Customer Service; Praise for adviser; 
tydliga instruktioner	clear instructions	Clear instructions; Praise; 
Förmodligen bara om någon svarar	Probably only if someone answers	Live Chat; Requested feature; 
Kompetenta	competent	Customer Service; Praise for adviser; 
Lätt att förstå vad man skulle göra, tydliga instruktioner 	Easy to understand what to make, clear instructions	Clear instructions; Praise; 
I want the old page for making payments back! This New is very complicated! 	I want the old page for making payments back! New This is very complicated!	Look and feel; Payments; 
För få tecken för frågan och inget svar på frågan jag ställde	Fr f signs for the question and no answer to the question I stllde	Content; UX/UI issue; 
Man man inte godkänna I mobilen, dåligt.	One can not accept the phone, bad.	UX/UI issue; Unable to sign in apps; 
"Jag blev utloggad och fick göra om alltihop. Vore fint med en varning en min innan utlogg..
"	I was logged out and had to do if it all. Would be nice with a warning flinch before utlogg ..	Timeout; UX/UI issue; 
"Gäller PDF utskrift.
Utskriften blev 3 sidor även om det räckt med en sida. På första sidan syns bara mitt företagsnamn och ert namn, sida två är faktiska transaktioner och sida 3 är bara ett tomblad.

Bättre kan ni, PDF exporter funkade utmärkt i gamla versionen av er webbtjänst."	"Applies PDF printing.
The printout was 3 pages even if it rckt with a page. On the first page is visible only my fretagsnamn and your name, page two are actual transactions and page 3 is just a tomblad.

Better you can, PDF exports worked superbly in the old version of your webbtjnst."	Printing transactions; Requested feature; 
saknar att exportera som pdf	lack of export as PDF	PDF export; Requested feature; 
Inte svårt att signera dokument men e-tjänsten att utöka sitt bolån var värdelös. Svår att förstå sig på, ingen möjlighet att förhandla om räntan. Vi bokade dessutom en besök på banken med anledning av att utöka bolånet och fick då ingen information om att det skulle göras på e-tjänst. Väl på plats fick vi bara information om att använda e-tjänsten och lite allmän information om hur vårt nya lånebelopp skulle påverka månadskostnaden för amortering och ränta. Fick då till svar att det låga lånebeloppet inte skulle innebära att vi behövde amortera mera, vilket i e-tjänsten inte gick att genomföra. 	Not hard to sign documents but email laundry to expand the seating boln was vrdels. SVR to understand the p, no opportunity to frhandla about INTEREST RATE. We booked additionally one was on the bank on the grounds that expand the bolnet and got d no information that would gras p e-service. VI in place we just got information to use e-laundry and some general information about how VRT new lnebelopp would influence the mnadskostnaden from amortization and term interest rate. Got d in response to the LGA lnebeloppet would innebra we behvde amortize more, as in e-laundry was not possible that the transposition.	General complaint about app; Mortgage; 
Oerhört dålig och pedagogisk hemsida. Letat i 10 minuter och ändå inte hittat hur jag gör för att beställa ett nytt kort nu när mitt gamla gått ut. Jobbar med system och så antingen suger jag på mitt jobb och borde omyndigförklaras, eller så behöver ni se över sökfunktionen.	Immensely walk-through and educational website. Been looking for 10 minutes and yet not found how I go from the bestlla a new card now No my old gone out. Working with systems and s either I suck on my job and should omyndigfrklaras, or so you need to see over skfunktionen.	Cards / Order new debit card; UX/UI issue; 
Enter på numeriskt tangentbord får gärna också funka som tab gör - att man kommer till nästa kolumn så man slipper använda bägge händerna.	Enter on numeric keypad for green also work as tab gr - to get to the next column's man will not use the bgge his hands.	Navigation; UX/UI issue; 
Lätt och smidigt. Tydliga instruktioner. 	Easily and smoothly. Clear instructions.	Clear instructions; Praise; 
